Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback,Age Group
T2J2,62.5,Mulberry,Swimwear,Best,4,102,Glamorous,"S, M, L",XL,Black,Average,23,Cosmopolitan,Song of Style,Fall,Daytime,Unknown,Other,Neutral,Young
Q1L8,33.8,Ralph Lauren,Dresses,Bad,4,363,Preppy,"S, L, XL",L,Blue,Low,62,Vogue,Aimee Song,Winter,Holiday,Negative,Negative,Negative,Senior
Y3H2,80.4,Ted Baker,Jewelry,Best,4,187,Formal,"S, M, L",S,Blue,Very High,29,Harper's Bazaar,Gigi Hadid,Winter,Holiday,Positive,Other,Mixed,Young
T6P5,39.1,Mulberry,Jewelry,Worst,4,179,Formal,"S, L, XL",S,Green,Medium,56,Harper's Bazaar,Chiara Ferragni,Fall/Winter,Nighttime,Neutral,Neutral,Other,Senior
H9Z0,69.8,Mulberry,Dresses,Very Bad,2,159,Streetwear,"M, L, XL",L,Green,Average,60,Cosmopolitan,Kendall Jenner,Spring,Holiday,Negative,Neutral,Negative,Senior
U7Y1,79.2,Mulberry,Jewelry,Worst,5,51,Vintage,"M, L, XL",XL,Green,Above Average,51,Grazia,Negin Mirsalehi,Winter,Weekend,Unknown,Unknown,Mixed,Senior
L0A1,74.2,Alexander McQueen,Jewelry,Good,3,24,Edgy,"M, L, XL",M,Black,Above Average,63,Harper's Bazaar,Song of Style,Spring/Summer,Weekend,Negative,Other,Neutral,Senior
T4J2,52.4,Tommy Hilfiger,Outerwear,Very Good,3,487,Vintage,"M, L, XL",XL,Blue,Very High,41,Grazia,Gigi Hadid,Summer,Daytime,Mixed,Neutral,Negative,Middle-aged
M2O1,96.3,Mulberry,Outerwear,Bad,4,19,Casual,"M, L, XL",M,Green,Negligible,45,Harper's Bazaar,Camila Coelho,Spring,Holiday,Neutral,Neutral,Other,Middle-aged
L1E2,90.8,Ted Baker,Footwear,Good,4,480,Streetwear,"S, L, XL",XL,Green,Average,19,Fashionista,Julie Sariñana,Fall,Weekend,Mixed,Other,Neutral,Young
N7C1,74.0,Alexander McQueen,Bottoms,Very Bad,4,444,Preppy,"S, L, XL",S,Red,High,41,InStyle,Kendall Jenner,Spring,Holiday,Neutral,Unknown,Positive,Middle-aged
R7Z0,8.2,Ralph Lauren,Accessories,Very Good,2,277,Casual,"S, M, L",XL,Red,Negligible,28,Fashionista,Song of Style,Winter,Evening,Neutral,Other,Mixed,Young
C8D8,52.6,Mulberry,Bottoms,Not Good,5,453,Minimalist,"S, M, L",XL,Black,Below Average,20,Marie Claire,Leandra Medine,Fall,Evening,Unknown,Unknown,Positive,Young
V3B8,24.0,Mulberry,Swimwear,Very Bad,4,249,Minimalist,"S, M, L",L,Black,Medium,27,Harper's Bazaar,Chiara Ferragni,Winter,Evening,Negative,Other,Other,Young
L2C8,29.1,Mulberry,Tops,Best,3,241,Vintage,"S, L, XL",L,Black,Very High,36,Grazia,Gigi Hadid,Fall/Winter,Evening,Unknown,Mixed,Unknown,Middle-aged
D5G6,9.9,Mulberry,Bottoms,Good,3,155,Casual,"S, L, XL",S,Green,Above Average,56,Cosmopolitan,Song of Style,Spring,Daytime,Neutral,Neutral,Positive,Senior
X1I8,21.8,Ralph Lauren,Dresses,Very Good,5,149,Vintage,"M, L, XL",XL,Black,Negligible,50,Fashionista,Camila Coelho,Summer,Nighttime,Negative,Mixed,Positive,Senior
G4F0,64.3,Ralph Lauren,Jewelry,Worst,4,306,Vintage,"S, M, L",M,Green,High,64,Cosmopolitan,Camila Coelho,Fall,Weekend,Mixed,Mixed,Other,Senior
X1Q8,73.3,Tommy Hilfiger,Accessories,Very Bad,2,110,Casual,"M, L, XL",M,Red,Above Average,54,Cosmopolitan,Camila Coelho,Spring,Holiday,Unknown,Neutral,Positive,Senior
B7P9,97.2,Ralph Lauren,Bottoms,Bad,3,330,Bohemian,"M, L, XL",M,Green,Very Low,20,Harper's Bazaar,Kendall Jenner,Fall,Weekend,Unknown,Other,Mixed,Young
E2V6,49.0,Tommy Hilfiger,Tops,Worst,2,333,Minimalist,"M, L, XL",S,Red,Average,54,Vogue,Chiara Ferragni,Summer,Weekend,Neutral,Negative,Positive,Senior
Z7E4,29.1,Burberry,Footwear,Best,5,58,Sporty,"S, L, XL",S,Black,Low,27,Glamour,Gigi Hadid,Summer,Daytime,Mixed,Neutral,Neutral,Young
R7O7,41.7,Alexander McQueen,Bottoms,Very Bad,1,467,Sporty,"S, M, L",L,Red,Very Low,55,Marie Claire,Negin Mirsalehi,Winter,Nighttime,Neutral,Neutral,Positive,Senior
S0P7,18.3,Ralph Lauren,Outerwear,Very Bad,5,137,Glamorous,"M, L, XL",S,Green,Very High,32,Fashionista,Kendall Jenner,Spring/Summer,Weekend,Neutral,Other,Neutral,Middle-aged
G7S5,42.1,Jigsaw,Accessories,Best,4,275,Preppy,"M, L, XL",XL,Red,Very High,42,Glamour,Camila Coelho,Winter,Evening,Neutral,Other,Positive,Middle-aged
Y8E3,74.6,Calvin Klein,Lingerie,Bad,3,308,Vintage,"S, L, XL",XL,Red,Medium,25,Harper's Bazaar,Song of Style,Summer,Holiday,Negative,Unknown,Other,Young
E0R9,99.5,Ralph Lauren,Jewelry,Very Good,5,435,Sporty,"S, L, XL",M,Blue,Above Average,35,Harper's Bazaar,Camila Coelho,Spring/Summer,Evening,Unknown,Neutral,Neutral,Middle-aged
A3V2,25.5,Mulberry,Activewear,Best,3,377,Glamorous,"M, L, XL",S,Green,Above Average,29,Fashionista,Gigi Hadid,Spring/Summer,Holiday,Mixed,Unknown,Neutral,Young
X3I1,8.8,Alexander McQueen,Jewelry,Good,3,42,Casual,"S, L, XL",M,Black,Negligible,43,Grazia,Kendall Jenner,Fall/Winter,Daytime,Positive,Mixed,Negative,Middle-aged
D7B7,26.7,Jigsaw,Outerwear,Good,2,246,Sporty,"S, M, L",S,Red,Above Average,31,InStyle,Aimee Song,Fall/Winter,Evening,Positive,Unknown,Negative,Middle-aged
L0Q3,67.3,Calvin Klein,Swimwear,Not Good,5,388,Minimalist,"S, M, L",M,Red,Average,20,Harper's Bazaar,Gigi Hadid,Spring,Nighttime,Positive,Neutral,Negative,Young
M7B4,23.8,Ralph Lauren,Accessories,Best,4,49,Preppy,"M, L, XL",M,Red,Average,52,Cosmopolitan,Julie Sariñana,Summer,Daytime,Positive,Positive,Mixed,Senior
V9T3,11.3,Ralph Lauren,Swimwear,Good,2,332,Glamorous,"S, M, L",XL,Green,Below Average,49,Elle,Negin Mirsalehi,Fall,Daytime,Positive,Unknown,Other,Middle-aged
I0E1,84.8,Calvin Klein,Tops,Bad,2,217,Glamorous,"S, M, L",M,Black,Negligible,25,Elle,Kendall Jenner,Spring,Holiday,Unknown,Negative,Other,Young
Q9X3,7.1,Jigsaw,Tops,Worst,5,140,Vintage,"S, M, L",M,Blue,Low,31,Grazia,Negin Mirsalehi,Winter,Evening,Unknown,Mixed,Neutral,Middle-aged
R8I2,18.8,Jigsaw,Jewelry,Worst,3,133,Glamorous,"M, L, XL",S,Blue,Significant,42,Marie Claire,Gigi Hadid,Fall/Winter,Nighttime,Negative,Positive,Other,Middle-aged
O1G6,10.5,Calvin Klein,Bottoms,Best,3,333,Glamorous,"S, L, XL",XL,Blue,Low,21,InStyle,Leandra Medine,Fall/Winter,Holiday,Neutral,Unknown,Other,Young
B0W6,35.6,Tommy Hilfiger,Dresses,Very Bad,4,397,Casual,"M, L, XL",L,Blue,Low,21,Harper's Bazaar,Camila Coelho,Spring,Weekend,Unknown,Other,Positive,Young
Z9Z7,75.3,Mulberry,Dresses,Good,3,168,Bohemian,"S, M, L",S,Blue,Negligible,64,Cosmopolitan,Aimee Song,Fall,Nighttime,Mixed,Mixed,Negative,Senior
M0F4,56.3,Alexander McQueen,Outerwear,Good,4,418,Minimalist,"S, L, XL",L,Blue,Very Low,44,Cosmopolitan,Song of Style,Spring/Summer,Evening,Mixed,Other,Negative,Middle-aged
M1T0,3.7,Alexander McQueen,Accessories,Good,3,185,Sporty,"S, L, XL",M,Red,Average,39,Fashionista,Negin Mirsalehi,Summer,Nighttime,Mixed,Negative,Mixed,Middle-aged
X2Q1,2.0,Ralph Lauren,Accessories,Not Good,3,140,Edgy,"S, M, L",S,Red,Negligible,47,Vogue,Kendall Jenner,Winter,Nighttime,Positive,Other,Other,Middle-aged
W3M7,29.4,Ralph Lauren,Bottoms,Very Bad,5,118,Edgy,"S, M, L",XL,Green,Average,28,Vogue,Song of Style,Spring/Summer,Nighttime,Negative,Positive,Negative,Young
K8L6,23.4,Burberry,Lingerie,Good,2,54,Sporty,"S, L, XL",XL,Blue,Very High,28,InStyle,Aimee Song,Winter,Evening,Mixed,Positive,Mixed,Young
H6F6,84.2,Calvin Klein,Dresses,Best,4,85,Edgy,"S, M, L",L,Black,Significant,41,Harper's Bazaar,Gigi Hadid,Summer,Holiday,Negative,Neutral,Positive,Middle-aged
S7R7,78.0,Calvin Klein,Jewelry,Worst,4,58,Formal,"S, L, XL",L,Red,Very High,61,Cosmopolitan,Aimee Song,Spring/Summer,Evening,Negative,Unknown,Mixed,Senior
R1I9,48.6,Mulberry,Footwear,Worst,3,91,Bohemian,"S, M, L",L,Red,High,36,W,Gigi Hadid,Spring,Weekend,Mixed,Unknown,Positive,Middle-aged
B0R1,87.2,Calvin Klein,Accessories,Very Good,2,244,Glamorous,"S, M, L",M,Black,Below Average,26,Glamour,Kendall Jenner,Winter,Evening,Unknown,Neutral,Negative,Young
G5F5,58.7,Calvin Klein,Tops,Very Bad,2,432,Vintage,"S, L, XL",L,Green,Very Low,59,Marie Claire,Leandra Medine,Winter,Weekend,Unknown,Other,Unknown,Senior
H5R0,45.4,Jigsaw,Bottoms,Bad,3,459,Bohemian,"S, L, XL",S,Green,Very High,62,Fashionista,Kendall Jenner,Spring/Summer,Nighttime,Neutral,Neutral,Positive,Senior
H5I8,22.0,Mulberry,Activewear,Not Good,4,185,Bohemian,"S, M, L",L,Blue,Very High,54,W,Julie Sariñana,Spring,Holiday,Positive,Positive,Mixed,Senior
X6P0,61.6,Alexander McQueen,Dresses,Very Good,5,23,Sporty,"S, L, XL",L,Green,Below Average,64,InStyle,Aimee Song,Winter,Nighttime,Mixed,Mixed,Other,Senior
V8Q0,5.1,Alexander McQueen,Outerwear,Bad,1,347,Casual,"S, L, XL",L,Red,Above Average,28,Marie Claire,Aimee Song,Fall,Nighttime,Unknown,Positive,Mixed,Young
Q5H7,91.8,Calvin Klein,Lingerie,Best,5,331,Casual,"S, L, XL",M,Green,Below Average,32,Elle,Julie Sariñana,Spring/Summer,Daytime,Mixed,Negative,Mixed,Middle-aged
A9F0,57.6,Tommy Hilfiger,Swimwear,Bad,3,246,Streetwear,"S, M, L",L,Black,Medium,47,Fashionista,Olivia Palermo,Summer,Weekend,Neutral,Neutral,Negative,Middle-aged
E0T7,66.2,Jigsaw,Outerwear,Worst,3,20,Sporty,"S, M, L",S,Blue,Significant,42,Marie Claire,Olivia Palermo,Fall/Winter,Weekend,Mixed,Negative,Negative,Middle-aged
J9S2,44.1,Burberry,Bottoms,Very Bad,2,336,Streetwear,"S, L, XL",L,Black,Average,49,Elle,Chiara Ferragni,Spring,Nighttime,Positive,Neutral,Negative,Middle-aged
E9A6,48.4,Ralph Lauren,Bottoms,Good,2,71,Edgy,"S, M, L",M,Blue,Significant,28,Glamour,Song of Style,Spring,Weekend,Negative,Neutral,Mixed,Young
Y7Y7,46.3,Ralph Lauren,Outerwear,Very Good,3,496,Bohemian,"S, M, L",XL,Black,High,36,W,Kendall Jenner,Spring/Summer,Holiday,Mixed,Mixed,Positive,Middle-aged
L3K3,27.5,Ted Baker,Lingerie,Good,4,42,Formal,"S, M, L",S,Red,Below Average,62,Grazia,Chiara Ferragni,Fall/Winter,Evening,Positive,Other,Other,Senior
R5N0,56.3,Calvin Klein,Jewelry,Good,5,72,Vintage,"S, M, L",L,Red,Above Average,24,Grazia,Olivia Palermo,Winter,Nighttime,Mixed,Positive,Other,Young
R7B5,45.1,Tommy Hilfiger,Bottoms,Bad,2,307,Sporty,"S, M, L",S,Blue,Significant,50,Vogue,Julie Sariñana,Fall/Winter,Holiday,Neutral,Unknown,Negative,Senior
P1F5,65.7,Ted Baker,Lingerie,Very Good,5,436,Minimalist,"S, M, L",M,Black,High,62,Grazia,Chiara Ferragni,Spring,Weekend,Positive,Unknown,Unknown,Senior
P7G8,73.5,Ralph Lauren,Bottoms,Not Good,4,172,Preppy,"S, M, L",XL,Blue,Medium,46,Fashionista,Julie Sariñana,Winter,Nighttime,Positive,Mixed,Neutral,Middle-aged
Z6A8,3.6,Ted Baker,Accessories,Worst,1,429,Bohemian,"M, L, XL",S,Red,Significant,56,W,Julie Sariñana,Spring/Summer,Nighttime,Positive,Other,Mixed,Senior
P2I2,67.2,Ted Baker,Tops,Bad,5,97,Streetwear,"M, L, XL",XL,Black,Medium,54,Elle,Negin Mirsalehi,Spring,Holiday,Neutral,Mixed,Negative,Senior
Z0L3,98.9,Ted Baker,Dresses,Very Good,2,92,Formal,"M, L, XL",M,Red,Very Low,51,Harper's Bazaar,Aimee Song,Summer,Holiday,Negative,Mixed,Other,Senior
Z7R7,28.1,Jigsaw,Footwear,Worst,3,12,Sporty,"M, L, XL",L,Green,Low,26,Grazia,Julie Sariñana,Fall/Winter,Holiday,Negative,Neutral,Positive,Young
G5F0,87.3,Calvin Klein,Dresses,Good,3,159,Preppy,"M, L, XL",L,Blue,Medium,48,Marie Claire,Camila Coelho,Spring,Daytime,Mixed,Other,Positive,Middle-aged
U1C1,75.9,Ted Baker,Swimwear,Best,5,449,Preppy,"S, M, L",L,Red,Low,42,Glamour,Camila Coelho,Fall,Daytime,Neutral,Negative,Negative,Middle-aged
J0I1,57.7,Alexander McQueen,Tops,Very Good,2,285,Streetwear,"S, M, L",M,Blue,Above Average,33,Harper's Bazaar,Aimee Song,Winter,Weekend,Negative,Unknown,Unknown,Middle-aged
O4X3,10.2,Jigsaw,Tops,Best,1,15,Bohemian,"S, L, XL",L,Black,Very Low,19,Cosmopolitan,Aimee Song,Spring/Summer,Holiday,Mixed,Mixed,Unknown,Young
D8G5,93.7,Tommy Hilfiger,Outerwear,Very Bad,3,110,Casual,"M, L, XL",XL,Red,Average,41,Harper's Bazaar,Julie Sariñana,Spring,Evening,Positive,Other,Negative,Middle-aged
S0M3,42.9,Ted Baker,Bottoms,Very Good,4,115,Formal,"M, L, XL",XL,Green,Low,49,Fashionista,Gigi Hadid,Winter,Evening,Unknown,Neutral,Unknown,Middle-aged
V1R8,26.0,Burberry,Bottoms,Best,2,217,Vintage,"M, L, XL",M,Green,Very Low,53,Vogue,Aimee Song,Fall,Nighttime,Positive,Positive,Positive,Senior
M0A9,68.2,Mulberry,Outerwear,Best,3,250,Minimalist,"S, L, XL",M,Black,Below Average,43,Harper's Bazaar,Negin Mirsalehi,Spring/Summer,Holiday,Mixed,Positive,Mixed,Middle-aged
W1B0,37.3,Ted Baker,Accessories,Best,3,124,Formal,"S, M, L",XL,Red,High,56,Elle,Olivia Palermo,Spring/Summer,Weekend,Neutral,Positive,Other,Senior
D1K9,32.0,Tommy Hilfiger,Jewelry,Good,2,482,Casual,"M, L, XL",M,Black,High,60,InStyle,Julie Sariñana,Summer,Evening,Unknown,Unknown,Negative,Senior
Y5B7,83.6,Alexander McQueen,Accessories,Bad,5,128,Streetwear,"S, L, XL",M,Blue,Medium,18,Cosmopolitan,Aimee Song,Summer,Holiday,Neutral,Negative,Mixed,Young
W6R9,64.8,Mulberry,Bottoms,Bad,3,109,Vintage,"M, L, XL",L,Red,Significant,57,Harper's Bazaar,Song of Style,Fall,Nighttime,Positive,Neutral,Unknown,Senior
W6D6,41.4,Mulberry,Tops,Best,3,401,Formal,"M, L, XL",M,Black,High,55,Cosmopolitan,Negin Mirsalehi,Fall/Winter,Weekend,Mixed,Negative,Neutral,Senior
G8E4,42.2,Tommy Hilfiger,Footwear,Very Bad,4,380,Preppy,"M, L, XL",S,Black,High,19,Harper's Bazaar,Negin Mirsalehi,Fall/Winter,Weekend,Unknown,Mixed,Mixed,Young
H1K2,25.2,Jigsaw,Lingerie,Very Bad,1,328,Glamorous,"S, M, L",M,Red,Average,54,Vogue,Julie Sariñana,Spring/Summer,Daytime,Negative,Mixed,Other,Senior
D4G7,68.1,Burberry,Jewelry,Very Good,5,337,Edgy,"S, L, XL",L,Blue,Significant,25,Cosmopolitan,Negin Mirsalehi,Spring/Summer,Nighttime,Neutral,Positive,Other,Young
V5I2,11.9,Ralph Lauren,Dresses,Not Good,2,19,Formal,"S, M, L",M,Green,Very High,39,Glamour,Camila Coelho,Spring/Summer,Nighttime,Unknown,Negative,Neutral,Middle-aged
Q5I5,96.0,Mulberry,Jewelry,Not Good,2,71,Casual,"S, M, L",L,Green,High,28,Vogue,Olivia Palermo,Spring/Summer,Holiday,Positive,Other,Other,Young
X7J1,77.4,Jigsaw,Lingerie,Not Good,2,236,Streetwear,"M, L, XL",M,Black,Very Low,60,Elle,Chiara Ferragni,Spring,Daytime,Neutral,Positive,Other,Senior
X8I0,30.2,Ted Baker,Lingerie,Best,3,186,Sporty,"S, L, XL",S,Green,Very Low,31,Grazia,Camila Coelho,Spring,Weekend,Positive,Neutral,Other,Middle-aged
Y9I9,28.7,Alexander McQueen,Swimwear,Best,5,102,Minimalist,"S, M, L",L,Red,Low,42,Glamour,Julie Sariñana,Fall,Nighttime,Negative,Mixed,Other,Middle-aged
D5G9,21.4,Mulberry,Lingerie,Very Good,4,334,Vintage,"S, M, L",S,Green,High,38,InStyle,Aimee Song,Spring/Summer,Weekend,Mixed,Positive,Mixed,Middle-aged
V8H9,61.1,Tommy Hilfiger,Jewelry,Bad,3,201,Vintage,"M, L, XL",XL,Black,Negligible,33,Glamour,Aimee Song,Spring,Evening,Neutral,Positive,Unknown,Middle-aged
F7Q2,8.2,Ted Baker,Lingerie,Very Bad,1,74,Formal,"S, L, XL",S,Green,Very Low,59,Cosmopolitan,Gigi Hadid,Spring,Weekend,Positive,Unknown,Mixed,Senior
R6M7,49.0,Tommy Hilfiger,Outerwear,Best,2,78,Edgy,"M, L, XL",M,Blue,Significant,46,Elle,Gigi Hadid,Fall,Holiday,Positive,Unknown,Negative,Middle-aged
A7W9,8.2,Burberry,Activewear,Bad,1,343,Edgy,"S, M, L",M,Black,Very High,63,Elle,Chiara Ferragni,Fall/Winter,Holiday,Positive,Positive,Mixed,Senior
M4V9,54.3,Ralph Lauren,Outerwear,Bad,5,98,Streetwear,"M, L, XL",M,Green,Low,35,Grazia,Song of Style,Spring,Nighttime,Positive,Unknown,Negative,Middle-aged
Z5S2,37.3,Mulberry,Swimwear,Bad,3,156,Minimalist,"M, L, XL",M,Black,Low,35,Elle,Gigi Hadid,Winter,Weekend,Unknown,Other,Positive,Middle-aged
U1H8,13.6,Tommy Hilfiger,Footwear,Very Bad,3,393,Formal,"M, L, XL",XL,Black,Negligible,23,Cosmopolitan,Camila Coelho,Winter,Daytime,Unknown,Positive,Positive,Young
Z7U0,64.4,Ted Baker,Lingerie,Bad,4,391,Streetwear,"S, M, L",S,Red,Below Average,51,Cosmopolitan,Aimee Song,Spring,Evening,Negative,Neutral,Mixed,Senior
U7Q5,62.8,Burberry,Jewelry,Worst,1,97,Glamorous,"M, L, XL",S,Green,Negligible,63,Cosmopolitan,Leandra Medine,Spring,Holiday,Mixed,Neutral,Other,Senior
W7W9,13.2,Jigsaw,Footwear,Best,4,22,Edgy,"S, L, XL",M,Blue,Low,28,InStyle,Olivia Palermo,Summer,Weekend,Mixed,Neutral,Negative,Young
J8W1,5.6,Mulberry,Lingerie,Not Good,4,436,Vintage,"S, M, L",L,Blue,Above Average,55,Fashionista,Gigi Hadid,Summer,Evening,Negative,Neutral,Mixed,Senior
S7Y4,11.1,Alexander McQueen,Lingerie,Very Good,5,26,Minimalist,"M, L, XL",M,Green,Low,49,Grazia,Julie Sariñana,Fall,Nighttime,Negative,Other,Unknown,Middle-aged
I8F4,1.6,Calvin Klein,Tops,Not Good,1,382,Formal,"M, L, XL",L,Green,Average,29,Elle,Camila Coelho,Fall,Evening,Mixed,Negative,Mixed,Young
E6F1,2.5,Mulberry,Bottoms,Very Good,4,351,Vintage,"S, M, L",M,Black,Negligible,23,Harper's Bazaar,Negin Mirsalehi,Winter,Nighttime,Unknown,Unknown,Other,Young
K7Z3,33.3,Ralph Lauren,Lingerie,Bad,5,40,Casual,"S, M, L",XL,Red,Medium,62,Fashionista,Gigi Hadid,Summer,Holiday,Unknown,Neutral,Unknown,Senior
R3H5,59.1,Alexander McQueen,Jewelry,Very Good,1,164,Streetwear,"S, M, L",XL,Blue,Negligible,62,Elle,Negin Mirsalehi,Spring,Daytime,Negative,Mixed,Mixed,Senior
O1G7,26.1,Ted Baker,Footwear,Bad,1,343,Sporty,"S, M, L",S,Black,Significant,51,InStyle,Leandra Medine,Winter,Holiday,Mixed,Positive,Positive,Senior
E2H9,82.6,Tommy Hilfiger,Dresses,Not Good,5,26,Glamorous,"S, M, L",XL,Black,Below Average,44,Cosmopolitan,Chiara Ferragni,Fall,Holiday,Unknown,Other,Other,Middle-aged
Q6R9,37.7,Calvin Klein,Swimwear,Good,3,256,Formal,"S, M, L",M,Red,High,19,Marie Claire,Kendall Jenner,Spring/Summer,Weekend,Neutral,Unknown,Mixed,Young
H3Y1,0.4,Burberry,Lingerie,Not Good,2,250,Glamorous,"M, L, XL",M,Blue,Negligible,47,Harper's Bazaar,Chiara Ferragni,Winter,Nighttime,Unknown,Unknown,Mixed,Middle-aged
T7T5,48.8,Alexander McQueen,Accessories,Worst,2,443,Bohemian,"S, L, XL",S,Red,Low,30,Fashionista,Kendall Jenner,Spring/Summer,Holiday,Positive,Neutral,Mixed,Middle-aged
Q7L4,40.9,Tommy Hilfiger,Accessories,Bad,4,291,Bohemian,"M, L, XL",L,Red,Significant,20,Glamour,Leandra Medine,Summer,Holiday,Mixed,Positive,Other,Young
Z5V5,31.3,Ralph Lauren,Bottoms,Best,4,56,Streetwear,"S, L, XL",XL,Black,Significant,21,Fashionista,Julie Sariñana,Fall/Winter,Nighttime,Mixed,Mixed,Unknown,Young
F1D9,6.6,Alexander McQueen,Activewear,Bad,4,283,Edgy,"S, L, XL",M,Black,Medium,51,Fashionista,Julie Sariñana,Fall,Evening,Negative,Neutral,Neutral,Senior
A9T9,70.3,Mulberry,Lingerie,Best,4,475,Formal,"M, L, XL",S,Red,Very High,49,Fashionista,Negin Mirsalehi,Fall/Winter,Weekend,Positive,Mixed,Other,Middle-aged
S0W9,1.7,Ralph Lauren,Outerwear,Good,3,426,Bohemian,"S, L, XL",M,Red,Negligible,20,Grazia,Kendall Jenner,Fall/Winter,Nighttime,Unknown,Mixed,Neutral,Young
D1G3,44.4,Tommy Hilfiger,Lingerie,Bad,4,257,Sporty,"S, L, XL",M,Black,Very Low,33,Marie Claire,Negin Mirsalehi,Fall,Holiday,Unknown,Negative,Neutral,Middle-aged
O9K7,10.3,Jigsaw,Dresses,Very Good,2,232,Edgy,"M, L, XL",XL,Black,Significant,57,W,Olivia Palermo,Fall/Winter,Holiday,Unknown,Unknown,Other,Senior
G5G4,70.7,Tommy Hilfiger,Footwear,Good,1,264,Formal,"M, L, XL",M,Blue,High,45,Cosmopolitan,Kendall Jenner,Fall/Winter,Holiday,Unknown,Mixed,Neutral,Middle-aged
S5X0,0.5,Calvin Klein,Jewelry,Bad,1,151,Bohemian,"M, L, XL",XL,Blue,Average,20,Glamour,Camila Coelho,Fall/Winter,Evening,Unknown,Other,Neutral,Young
U9W7,32.6,Calvin Klein,Dresses,Very Bad,2,422,Vintage,"S, L, XL",L,Red,Average,34,Cosmopolitan,Negin Mirsalehi,Fall/Winter,Evening,Neutral,Neutral,Positive,Middle-aged
I1C3,80.7,Jigsaw,Jewelry,Worst,3,272,Casual,"S, M, L",M,Black,Negligible,49,Cosmopolitan,Camila Coelho,Winter,Nighttime,Mixed,Unknown,Unknown,Middle-aged
U3R8,16.7,Burberry,Lingerie,Very Good,3,338,Bohemian,"S, M, L",L,Black,Medium,37,Harper's Bazaar,Chiara Ferragni,Fall/Winter,Nighttime,Unknown,Negative,Neutral,Middle-aged
J5F2,68.4,Ted Baker,Outerwear,Worst,3,184,Edgy,"M, L, XL",L,Blue,Negligible,46,Harper's Bazaar,Gigi Hadid,Spring,Evening,Mixed,Mixed,Other,Middle-aged
A5R1,48.5,Calvin Klein,Jewelry,Good,4,401,Formal,"S, L, XL",S,Red,Significant,55,Glamour,Chiara Ferragni,Spring/Summer,Holiday,Negative,Negative,Neutral,Senior
C4G6,36.3,Alexander McQueen,Footwear,Best,4,196,Casual,"S, L, XL",S,Blue,Significant,19,Marie Claire,Gigi Hadid,Spring,Holiday,Positive,Unknown,Neutral,Young
G8S8,9.5,Jigsaw,Footwear,Very Bad,3,29,Streetwear,"S, M, L",L,Red,Significant,22,Grazia,Gigi Hadid,Summer,Holiday,Neutral,Neutral,Mixed,Young
L7M7,64.9,Burberry,Lingerie,Worst,4,474,Bohemian,"S, L, XL",L,Black,Above Average,21,Harper's Bazaar,Julie Sariñana,Spring,Holiday,Mixed,Unknown,Other,Young
O2X6,21.4,Mulberry,Dresses,Worst,4,13,Casual,"M, L, XL",L,Green,Below Average,31,Cosmopolitan,Julie Sariñana,Spring,Evening,Mixed,Neutral,Positive,Middle-aged
X2V5,50.9,Alexander McQueen,Footwear,Very Bad,2,345,Minimalist,"S, M, L",M,Green,Average,62,Cosmopolitan,Leandra Medine,Spring,Evening,Positive,Other,Mixed,Senior
W4N0,94.4,Ralph Lauren,Accessories,Bad,2,166,Glamorous,"S, L, XL",L,Blue,Above Average,33,Cosmopolitan,Olivia Palermo,Fall/Winter,Nighttime,Negative,Unknown,Negative,Middle-aged
T5P2,11.2,Ralph Lauren,Bottoms,Very Bad,3,261,Bohemian,"S, L, XL",L,Blue,Below Average,62,W,Song of Style,Fall,Holiday,Negative,Other,Positive,Senior
O5S4,14.7,Ralph Lauren,Outerwear,Best,3,449,Streetwear,"M, L, XL",XL,Blue,Medium,28,Grazia,Negin Mirsalehi,Summer,Nighttime,Unknown,Negative,Unknown,Young
E8Q9,52.6,Burberry,Bottoms,Not Good,2,117,Minimalist,"S, L, XL",S,Black,Very High,42,Harper's Bazaar,Kendall Jenner,Spring/Summer,Nighttime,Positive,Neutral,Mixed,Middle-aged
D8S2,5.3,Ralph Lauren,Activewear,Very Bad,2,483,Formal,"M, L, XL",S,Green,Very Low,38,Fashionista,Gigi Hadid,Fall/Winter,Holiday,Negative,Unknown,Mixed,Middle-aged
L7W1,37.9,Ralph Lauren,Tops,Very Good,3,54,Preppy,"S, L, XL",M,Red,High,24,Grazia,Song of Style,Spring/Summer,Weekend,Negative,Negative,Neutral,Young
Y1P0,87.8,Ralph Lauren,Jewelry,Worst,4,437,Bohemian,"S, L, XL",L,Black,Negligible,63,Marie Claire,Kendall Jenner,Fall/Winter,Weekend,Mixed,Unknown,Mixed,Senior
V7V4,91.2,Mulberry,Accessories,Very Bad,3,179,Casual,"S, L, XL",M,Red,Medium,47,Harper's Bazaar,Gigi Hadid,Spring,Holiday,Mixed,Positive,Positive,Middle-aged
N9R0,16.1,Ted Baker,Dresses,Not Good,5,450,Bohemian,"S, L, XL",S,Blue,Low,21,Fashionista,Leandra Medine,Spring,Holiday,Mixed,Mixed,Other,Young
P6U9,89.5,Jigsaw,Lingerie,Not Good,4,453,Casual,"S, M, L",S,Red,Very Low,26,Grazia,Camila Coelho,Winter,Holiday,Negative,Other,Unknown,Young
